Company: DE
Comparison of Actual vs Predicted Prices:
dates actual predicted
2024-12-12   N/A        79.74     
2024-12-13   N/A        81.30     
2024-12-16   N/A        81.82     
2024-12-17   N/A        80.97     
2024-12-18   N/A        79.41     
2024-12-19   N/A        76.78     
2024-12-20   N/A        76.50     
2024-12-23   N/A        78.65     
2024-12-24   N/A        78.93     
2024-12-25   N/A        78.38     
2024-12-26   N/A        76.58     
2024-12-27   N/A        75.74     
2024-12-30   N/A        76.11     
2024-12-31   N/A        78.99     

Company: DUK
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   102.99     104.21    
2023-01-10   105.43     107.32    
2023-01-25   101.42     97.91     
2023-02-08   99.18      102.60    
2023-02-23   96.84      99.73     
2023-03-09   94.22      94.22     
2023-03-23   91.55      96.91     
2023-04-06   99.74      94.97     
2023-04-21   98.36      98.87     
2023-05-05   99.36      96.03     
2023-05-19   92.51      94.25     
2023-06-05   90.16      89.61     
2023-06-20   90.95      87.58     
2023-07-05   91.61      84.94     
2023-07-19   91.65      89.00     
2023-08-02   92.53      91.68     
2023-08-16   91.70      88.18     
2023-08-30   89.95      86.26     
2023-09-14   95.45      89.70     
2023-09-28   88.68      92.44     
2023-10-12   88.03      90.05     
2023-10-26   89.20      84.16     
2023-11-09   87.96      88.16     
2023-11-24   90.74      88.72     
2023-12-08   94.39      89.23     
2023-12-22   96.86      97.55     
2024-01-09   99.09      98.46     
2024-01-24   94.54      94.13     
2024-02-07   95.50      97.69     
2024-02-22   92.13      93.54     
2024-03-07   94.48      93.19     
2024-03-21   94.96      95.70     
2024-04-05   95.91      98.68     
2024-04-19   98.24      96.28     
2024-05-03   100.26     98.81     
2024-05-17   103.89     103.78    
2024-06-03   103.41     100.96    
2024-06-17   100.80     101.20    
2024-07-02   99.81      101.41    
2024-07-17   107.52     106.21    
2024-07-31   109.27     107.09    
2024-08-14   113.46     112.81    
2024-08-28   112.70     114.21    
2024-09-12   115.97     118.96    
2024-09-26   115.17     112.39    
2024-10-10   113.12     108.43    
2024-10-24   119.02     114.99    
2024-11-07   111.08     109.85    
2024-12-12   N/A        115.01    
2024-12-13   N/A        113.50    
2024-12-16   N/A        113.86    
2024-12-17   N/A        111.72    
2024-12-18   N/A        111.38    
2024-12-19   N/A        111.11    
2024-12-20   N/A        110.61    
2024-12-23   N/A        109.36    
2024-12-24   N/A        107.35    
2024-12-25   N/A        109.85    
2024-12-26   N/A        111.25    
2024-12-27   N/A        110.42    
2024-12-30   N/A        111.17    
2024-12-31   N/A        116.44    

Company: ABT
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   108.18     107.04    
2023-01-10   113.85     115.35    
2023-01-25   111.00     107.28    
2023-02-08   110.20     111.19    
2023-02-23   102.55     99.99     
2023-03-09   97.85      100.43    
2023-03-23   97.04      98.60     
2023-04-06   104.93     99.16     
2023-04-21   111.66     110.93    
2023-05-05   111.26     113.92    
2023-05-19   108.93     108.91    
2023-06-05   103.76     100.71    
2023-06-20   106.70     103.26    
2023-07-05   107.37     110.43    
2023-07-19   107.28     107.10    
2023-08-02   108.62     112.69    
2023-08-16   104.53     101.31    
2023-08-30   104.41     103.17    
2023-09-14   102.65     104.53    
2023-09-28   98.12      99.04     
2023-10-12   90.19      95.87     
2023-10-26   93.98      90.97     
2023-11-09   93.55      96.12     
2023-11-24   102.87     102.02    
2023-12-08   104.51     105.39    
2023-12-22   109.03     108.65    
2024-01-09   112.73     112.14    
2024-01-24   110.77     116.57    
2024-02-07   113.31     107.72    
2024-02-22   119.02     113.42    
2024-03-07   120.92     119.40    
2024-03-21   111.51     116.53    
2024-04-05   111.20     111.11    
2024-04-19   107.28     104.96    
2024-05-03   105.90     111.74    
2024-05-17   104.09     102.66    
2024-06-03   102.87     98.96     
2024-06-17   103.45     108.39    
2024-07-02   103.20     110.88    
2024-07-17   104.68     105.35    
2024-07-31   105.94     107.33    
2024-08-14   109.89     110.21    
2024-08-28   112.90     118.01    
2024-09-12   116.83     121.59    
2024-09-26   112.73     117.37    
2024-10-10   115.62     117.47    
2024-10-24   116.54     121.96    
2024-11-07   115.30     120.31    
2024-12-12   N/A        121.54    
2024-12-13   N/A        119.55    
2024-12-16   N/A        115.27    
2024-12-17   N/A        115.11    
2024-12-18   N/A        115.52    
2024-12-19   N/A        116.12    
2024-12-20   N/A        115.23    
2024-12-23   N/A        119.82    
2024-12-24   N/A        122.93    
2024-12-25   N/A        120.31    
2024-12-26   N/A        122.96    
2024-12-27   N/A        119.76    
2024-12-30   N/A        120.08    
2024-12-31   N/A        119.65    

Company: ADP
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   240.94     241.30    
2023-01-10   240.78     245.55    
2023-01-25   228.01     237.44    
2023-02-08   223.98     225.42    
2023-02-23   222.78     224.33    
2023-03-09   218.98     227.31    
2023-03-23   213.62     214.41    
2023-04-06   216.11     211.60    
2023-04-21   215.21     209.93    
2023-05-05   215.48     217.24    
2023-05-19   216.18     213.58    
2023-06-05   216.24     217.59    
2023-06-20   220.28     215.42    
2023-07-05   219.70     211.10    
2023-07-19   237.33     225.31    
2023-08-02   247.36     255.23    
2023-08-16   250.90     265.59    
2023-08-30   254.93     263.97    
2023-09-14   248.29     259.25    
2023-09-28   243.31     255.37    
2023-10-12   247.65     263.43    
2023-10-26   218.84     255.88    
2023-11-09   226.52     214.11    
2023-11-24   230.66     227.11    
2023-12-08   229.27     227.04    
2023-12-22   230.97     239.39    
2024-01-09   235.22     232.38    
2024-01-24   238.44     245.39    
2024-02-07   250.27     255.90    
2024-02-22   254.76     263.21    
2024-03-07   244.25     255.45    
2024-03-21   248.95     241.85    
2024-04-05   244.85     260.46    
2024-04-19   243.31     255.50    
2024-05-03   241.89     261.63    
2024-05-17   252.33     253.14    
2024-06-03   244.02     253.41    
2024-06-17   244.96     256.04    
2024-07-02   236.63     246.66    
2024-07-17   249.25     243.18    
2024-07-31   262.62     268.38    
2024-08-14   262.82     257.85    
2024-08-28   272.68     274.27    
2024-09-12   278.40     279.27    
2024-09-26   274.43     283.27    
2024-10-10   286.91     288.94    
2024-10-24   289.43     271.49    
2024-11-07   304.85     268.99    
2024-12-12   N/A        266.56    
2024-12-13   N/A        268.99    
2024-12-16   N/A        267.93    
2024-12-17   N/A        266.88    
2024-12-18   N/A        264.91    
2024-12-19   N/A        269.75    
2024-12-20   N/A        271.59    
2024-12-23   N/A        259.59    
2024-12-24   N/A        263.39    
2024-12-25   N/A        268.99    
2024-12-26   N/A        286.23    
2024-12-27   N/A        283.27    
2024-12-30   N/A        278.22    
2024-12-31   N/A        273.50    

Company: AMT
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   212.45     212.25    
2023-01-10   221.95     213.93    
2023-01-25   218.66     224.02    
2023-02-08   218.47     210.82    
2023-02-23   201.96     204.23    
2023-03-09   191.20     195.95    
2023-03-23   191.62     175.41    
2023-04-06   206.69     185.12    
2023-04-21   204.14     206.87    
2023-05-05   196.75     196.30    
2023-05-19   190.73     194.75    
2023-06-05   188.64     170.90    
2023-06-20   190.05     192.48    
2023-07-05   198.36     174.08    
2023-07-19   189.11     181.85    
2023-08-02   190.62     173.55    
2023-08-16   177.99     198.60    
2023-08-30   182.28     173.43    
2023-09-14   181.08     172.92    
2023-09-28   162.32     162.34    
2023-10-12   164.24     162.62    
2023-10-26   175.06     169.52    
2023-11-09   181.84     178.61    
2023-11-24   199.32     187.90    
2023-12-08   206.45     208.80    
2023-12-22   215.19     213.93    
2024-01-09   211.86     210.52    
2024-01-24   196.76     207.59    
2024-02-07   193.62     190.32    
2024-02-22   188.01     173.85    
2024-03-07   204.73     187.90    
2024-03-21   193.94     198.82    
2024-04-05   190.17     177.71    
2024-04-19   171.30     173.10    
2024-05-03   181.74     174.73    
2024-05-17   194.51     197.82    
2024-06-03   196.97     180.33    
2024-06-17   192.28     188.94    
2024-07-02   192.27     172.58    
2024-07-17   213.12     208.05    
2024-07-31   220.40     214.14    
2024-08-14   223.18     238.45    
2024-08-28   225.25     222.74    
2024-09-12   237.14     241.16    
2024-09-26   231.77     226.15    
2024-10-10   217.90     227.34    
2024-10-24   225.93     222.91    
2024-11-07   197.87     221.06    
2024-12-12   N/A        224.45    
2024-12-13   N/A        226.87    
2024-12-16   N/A        225.41    
2024-12-17   N/A        223.57    
2024-12-18   N/A        218.89    
2024-12-19   N/A        222.72    
2024-12-20   N/A        217.39    
2024-12-23   N/A        223.61    
2024-12-24   N/A        221.49    
2024-12-25   N/A        221.06    
2024-12-26   N/A        203.75    
2024-12-27   N/A        200.50    
2024-12-30   N/A        211.47    
2024-12-31   N/A        205.83    

Company: RTX
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   99.30      96.61     
2023-01-10   99.92      102.29    
2023-01-25   100.01     95.92     
2023-02-08   97.65      101.12    
2023-02-23   99.64      102.42    
2023-03-09   95.93      98.66     
2023-03-23   96.00      100.78    
2023-04-06   98.21      99.07     
2023-04-21   102.25     106.48    
2023-05-05   96.58      94.19     
2023-05-19   96.13      96.37     
2023-06-05   95.75      91.47     
2023-06-20   97.70      99.18     
2023-07-05   98.24      96.77     
2023-07-19   95.57      95.39     
2023-08-02   85.46      92.66     
2023-08-16   85.14      78.40     
2023-08-30   86.43      83.44     
2023-09-14   75.50      75.46     
2023-09-28   72.00      75.03     
2023-10-12   73.30      76.82     
2023-10-26   79.15      80.19     
2023-11-09   82.43      84.66     
2023-11-24   79.98      78.46     
2023-12-08   81.32      85.26     
2023-12-22   83.23      78.23     
2024-01-09   85.80      79.78     
2024-01-24   89.49      78.92     
2024-02-07   91.93      94.60     
2024-02-22   89.53      93.54     
2024-03-07   90.55      90.19     
2024-03-21   94.26      98.05     
2024-04-05   101.69     97.42     
2024-04-19   101.56     104.06    
2024-05-03   101.40     100.17    
2024-05-17   104.18     102.84    
2024-06-03   107.37     102.55    
2024-06-17   104.47     104.28    
2024-07-02   100.41     98.70     
2024-07-17   104.99     103.72    
2024-07-31   117.49     111.71    
2024-08-14   117.65     116.58    
2024-08-28   120.84     122.14    
2024-09-12   120.10     119.42    
2024-09-26   120.32     123.45    
2024-10-10   122.94     115.91    
2024-10-24   125.17     118.27    
2024-11-07   120.08     113.57    
2024-12-12   N/A        117.69    
2024-12-13   N/A        116.30    
2024-12-16   N/A        116.22    
2024-12-17   N/A        117.23    
2024-12-18   N/A        116.52    
2024-12-19   N/A        115.63    
2024-12-20   N/A        115.04    
2024-12-23   N/A        114.27    
2024-12-24   N/A        113.63    
2024-12-25   N/A        113.57    
2024-12-26   N/A        114.56    
2024-12-27   N/A        113.04    
2024-12-30   N/A        115.24    
2024-12-31   N/A        119.07    

Company: BLK
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   703.94     729.39    
2023-01-10   757.28     738.15    
2023-01-25   751.25     739.35    
2023-02-08   729.86     727.82    
2023-02-23   691.84     727.39    
2023-03-09   651.28     707.50    
2023-03-23   651.78     574.15    
2023-04-06   656.40     704.29    
2023-04-21   680.94     730.76    
2023-05-05   644.48     699.69    
2023-05-19   666.70     679.67    
2023-06-05   676.49     701.61    
2023-06-20   690.95     733.38    
2023-07-05   692.83     721.12    
2023-07-19   747.30     736.57    
2023-08-02   717.44     742.89    
2023-08-16   672.24     701.36    
2023-08-30   695.81     731.24    
2023-09-14   706.81     722.93    
2023-09-28   645.24     669.79    
2023-10-12   636.17     677.93    
2023-10-26   607.07     639.69    
2023-11-09   651.82     647.11    
2023-11-24   730.10     756.00    
2023-12-08   744.73     733.14    
2023-12-22   802.42     763.34    
2024-01-09   794.52     747.96    
2024-01-24   785.75     809.06    
2024-02-07   794.70     791.77    
2024-02-22   813.44     827.76    
2024-03-07   831.70     822.27    
2024-03-21   842.06     766.13    
2024-04-05   797.56     818.71    
2024-04-19   749.98     756.72    
2024-05-03   763.91     739.96    
2024-05-17   812.22     776.67    
2024-06-03   777.37     720.51    
2024-06-17   781.08     777.51    
2024-07-02   789.13     787.82    
2024-07-17   841.09     844.18    
2024-07-31   876.50     895.01    
2024-08-14   857.52     870.85    
2024-08-28   888.66     931.14    
2024-09-12   885.12     900.78    
2024-09-26   945.02     938.35    
2024-10-10   955.59     960.47    
2024-10-24   984.00     1019.78   
2024-11-07   1036.06    983.49    
2024-12-12   N/A        983.82    
2024-12-13   N/A        965.80    
2024-12-16   N/A        953.53    
2024-12-17   N/A        879.45    
2024-12-18   N/A        866.88    
2024-12-19   N/A        862.60    
2024-12-20   N/A        874.01    
2024-12-23   N/A        903.64    
2024-12-24   N/A        967.62    
2024-12-25   N/A        983.49    
2024-12-26   N/A        1019.04   
2024-12-27   N/A        1027.77   
2024-12-30   N/A        1015.44   
2024-12-31   N/A        973.31    

Company: AMZN
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   85.25      91.47     
2023-01-10   89.87      89.01     
2023-01-25   97.18      99.81     
2023-02-08   100.05     94.04     
2023-02-23   95.82      93.70     
2023-03-09   92.25      102.83    
2023-03-23   98.71      100.49    
2023-04-06   102.06     100.55    
2023-04-21   106.96     99.66     
2023-05-05   105.66     93.05     
2023-05-19   116.25     107.66    
2023-06-05   125.30     102.17    
2023-06-20   125.78     129.95    
2023-07-05   130.38     137.39    
2023-07-19   135.36     129.71    
2023-08-02   128.21     129.03    
2023-08-16   135.07     136.42    
2023-08-30   135.07     132.15    
2023-09-14   144.72     137.57    
2023-09-28   125.98     127.80    
2023-10-12   132.33     132.27    
2023-10-26   119.57     133.00    
2023-11-09   140.60     141.99    
2023-11-24   146.74     149.42    
2023-12-08   147.42     139.86    
2023-12-22   153.42     153.62    
2024-01-09   151.37     135.63    
2024-01-24   156.87     162.10    
2024-02-07   170.53     166.12    
2024-02-22   174.58     173.23    
2024-03-07   176.82     176.46    
2024-03-21   178.15     171.93    
2024-04-05   185.07     179.27    
2024-04-19   174.63     187.43    
2024-05-03   186.21     180.15    
2024-05-17   184.70     191.33    
2024-06-03   178.34     185.92    
2024-06-17   184.06     187.21    
2024-07-02   200.00     201.78    
2024-07-17   187.93     192.58    
2024-07-31   186.98     190.10    
2024-08-14   170.10     183.61    
2024-08-28   170.80     179.24    
2024-09-12   187.00     173.76    
2024-09-26   191.16     193.68    
2024-10-10   186.65     190.90    
2024-10-24   186.38     188.11    
2024-11-07   210.05     199.04    
2024-12-12   N/A        188.55    
2024-12-13   N/A        190.51    
2024-12-16   N/A        190.69    
2024-12-17   N/A        190.01    
2024-12-18   N/A        191.88    
2024-12-19   N/A        191.83    
2024-12-20   N/A        191.59    
2024-12-23   N/A        196.68    
2024-12-24   N/A        198.88    
2024-12-25   N/A        199.04    
2024-12-26   N/A        203.02    
2024-12-27   N/A        211.58    
2024-12-30   N/A        212.27    
2024-12-31   N/A        190.13    

Company: PEP
Comparison of Actual vs Predicted Prices:
dates actual predicted
